X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
Radamel Falcao García Zarate,80,ST,Non-Rare,700,3,4,H \ M,64,80,69,77,43,69,"177cm | 5'10""
                                                                              Average  (72kg)",57,402,2008
João Miranda de Souza Filho,80,CB,Rare,1.2K,3,3,M \ M,65,49,66,70,81,77,"186cm | 6'1""
                                                                              High & Average  (80kg)",79,408,1904
Jonny Evans,80,CB,Non-Rare,1.9K,2,4,M \ H,57,32,61,56,82,75,"188cm | 6'2""
                                                                              High & Average+  (77kg)",32,363,1728
Raúl García Escudero,80,ST,Rare,1.2K,3,3,M \ M,46,83,81,78,72,83,"184cm | 6'0""
                                                                              Average  (83kg)",48,443,2189
Daniel Wass,80,RB,Rare,1.6K,3,3,H \ M,75,77,80,77,77,76,"181cm | 5'11""
                                                                              Lean  (74kg)",53,462,2218
Sergio Romero,80,GK,Rare,1.1K,1,3,M \ M,78,76,81,83,46,79,"192cm | 6'4""
                                                                              High & Average  (86kg)",120,443,978
Ignacio Monreal Eraso,80,LB,Rare,1K,3,3,M \ M,67,61,72,74,80,68,"180cm | 5'11""
                                                                              Lean  (77kg)",43,422,2056
Diego da Silva Costa,80,ST,Rare,3K,2,4,H \ M,73,79,65,74,48,86,"188cm | 6'2""
                                                                              High & Average  (83kg)",104,425,2001
David Luiz Moreira Marinho,80,CB,Rare,1.3K,3,3,M \ M,60,65,74,71,79,78,"189cm | 6'2""
                                                                              High & Average  (86kg)",90,427,2086
Giuliano Victor de Paula,80,CAM,Rare,17K,4,3,H \ M,79,76,77,82,46,75,"172cm | 5'8""
                                                                              Stocky  (68kg)",-15,435,2075
Luiz Gustavo Dias,80,CDM,Non-Rare,1K,3,3,M \ H,57,60,69,70,78,82,"187cm | 6'2""
                                                                              High & Average  (78kg)",74,416,2014
Lars Stindl,80,CAM,Rare,1K,4,4,M \ M,59,82,78,79,59,72,"181cm | 5'11""
                                                                              Average  (80kg)",56,429,2133
Nicolas Nkoulou,80,CB,Rare,1.3K,2,3,M \ M,70,44,64,70,82,73,"184cm | 6'0""
                                                                              Lean  (77kg)",80,403,1910
Francis Coquelin,80,CM,Rare,1.7K,3,3,M \ H,71,67,76,80,79,81,"176cm | 5'9""
                                                                              Average  (74kg)",148,454,2147
Givanildo Vieira de Souza,80,RW,Rare,4.5K,4,3,H \ L,80,82,77,81,46,86,"180cm | 5'11""
                                                                              Stocky  (85kg)",293,452,2164
Vicente Guaita Panadero,80,GK,Rare,1.1K,1,3,M \ M,81,80,77,82,51,78,"190cm | 6'3""
                                                                              High & Average  (80kg)",80,449,1037
Luuk de Jong,80,ST,Rare,1K,2,5,M \ H,55,78,70,69,50,76,"188cm | 6'2""
                                                                              High & Average  (86kg)",60,398,1966
Adem Ljajić,80,CAM,Rare,1K,4,4,H \ L,78,75,80,84,37,61,"182cm | 6'0""
                                                                              Lean  (74kg)",58,415,2018
Asier Illarramendi,80,CDM,Non-Rare,850,3,3,M \ H,52,71,78,78,77,69,"179cm | 5'10""
                                                                              Average  (74kg)",34,425,2071
Benjamin André,80,CDM,Rare,1K,3,3,H \ H,68,64,74,75,79,84,"180cm | 5'11""
                                                                              Average  (74kg)",151,444,2129
Nemanja Matić,80,CDM,Rare,1K,3,3,L \ M,44,68,76,73,80,77,"194cm | 6'4""
                                                                              High & Average+  (83kg)",44,418,2041
Ricardo Goulart Pereira,80,CF,Rare,1.2K,4,4,H \ M,81,78,77,79,41,70,"181cm | 5'11""
                                                                              Average  (80kg)",35,426,2050
Sergio Escudero Palomo,80,LB,Rare,1.1K,3,2,M \ M,72,63,75,72,79,71,"176cm | 5'9""
                                                                              Lean  (72kg)",39,432,2081
Mario Gaspar Pérez Martínez,80,RB,Non-Rare,1.3K,3,3,H \ M,75,70,71,72,79,77,"182cm | 6'0""
                                                                              Average  (74kg)",16,444,2080
Henrikh Mkhitaryan,80,RM,Rare,1.2K,4,5,H \ M,78,75,78,82,56,64,"177cm | 5'10""
                                                                              Lean  (75kg)",108,433,2112
André Gomes Magalhães Almeida,80,RB,Rare,1K,3,3,M \ H,66,63,76,75,80,81,"185cm | 6'1""
                                                                              High & Average  (80kg)",56,441,2078
Willian José da Silva,80,ST,Rare,3.1K,4,4,M \ L,67,80,67,74,40,82,"189cm | 6'2""
                                                                              High & Average  (91kg)",55,410,1949
Grzegorz Krychowiak,80,CDM,Rare,950,3,3,H \ H,68,76,72,72,76,81,"187cm | 6'2""
                                                                              High & Average  (84kg)",38,445,2111
Marc Bartra Aregall,80,CB,Rare,2.5K,3,3,H \ M,72,61,72,74,80,74,"184cm | 6'0""
                                                                              Lean  (73kg)",77,433,2062
Cédric Bakambu,80,ST,Rare,1K,4,3,M \ M,90,80,72,77,36,77,"182cm | 6'0""
                                                                              Average  (74kg)",391,432,2035
Granit Xhaka,80,CDM,Rare,1.1K,3,3,L \ M,52,65,80,69,70,80,"185cm | 6'1""
                                                                              High & Average  (80kg)",43,416,1994
José Gómez Campaña,80,CM,Rare,1.1K,4,3,M \ M,63,73,82,80,70,72,"179cm | 5'10""
                                                                              Average  (70kg)",69,440,2131
José Ignacio Fernández Iglesias,80,CB,Rare,3.5K,2,4,M \ H,78,37,66,66,80,80,"180cm | 5'11""
                                                                              Average  (76kg)",464,407,1880
Benjamin Lecomte,80,GK,Rare,1K,1,3,M \ M,80,78,77,81,42,80,"186cm | 6'1""
                                                                              High & Average  (78kg)",44,438,818
Martin Hinteregger,80,CB,Rare,1.3K,2,3,H \ M,71,70,65,61,81,82,"184cm | 6'0""
                                                                              Average  (83kg)",117,430,2070
Gerard Deulofeu Lázaro,80,LM,Rare,26.5K,4,4,H \ L,88,75,75,85,30,65,"177cm | 5'10""
                                                                              Average  (73kg)",110,418,1958
Jérôme Roussillon,80,LB,Rare,2.7K,3,3,H \ M,88,65,74,80,76,76,"175cm | 5'9""
                                                                              Average  (80kg)",514,459,2138
James Tarkowski,80,CB,Non-Rare,1.3K,2,4,M \ H,59,45,67,64,81,79,"185cm | 6'1""
                                                                              High & Average  (81kg)",42,395,1890
John Stones,80,CB,Rare,1.6K,3,4,H \ M,68,36,69,72,82,77,"188cm | 6'2""
                                                                              High & Average+  (70kg)",85,404,1870
Pavel Kadeřábek,80,RWB,Non-Rare,800,3,2,H \ H,74,43,74,75,74,81,"182cm | 6'0""
                                                                              Average  (81kg)",24,421,2019
Héctor Bellerín Moruno,80,RB,Rare,2.5K,3,2,H \ L,87,51,70,77,76,65,"178cm | 5'10""
                                                                              Lean  (74kg)",284,426,1979
Damián Suárez,80,RB,Rare,1K,3,3,H \ M,75,69,74,75,78,79,"173cm | 5'8""
                                                                              Average  (68kg)",69,450,2153
Šime Vrsaljko,80,RB,Rare,1.2K,3,3,H \ M,78,55,73,74,78,76,"181cm | 5'11""
                                                                              Lean  (76kg)",67,434,2060
Iñigo Martínez Berridi,80,CB,Non-Rare,2.7K,2,3,M \ M,71,56,64,62,81,80,"182cm | 6'0""
                                                                              Average  (77kg)",52,414,1975
Alassane Plea,80,ST,Rare,1K,4,3,H \ M,73,83,77,79,39,74,"181cm | 5'11""
                                                                              Average  (79kg)",126,425,2064
Jack Grealish,80,LW,Rare,1K,4,3,M \ M,76,74,80,84,46,61,"180cm | 5'11""
                                                                              Average  (68kg)",209,421,1989
William Silva de Carvalho,80,CDM,Non-Rare,900,3,4,M \ M,43,57,76,70,75,85,"187cm | 6'2""
                                                                              High & Average  (79kg)",46,406,1971
Adnan Januzaj,80,RW,Non-Rare,1.4K,4,4,M \ L,78,75,78,83,30,58,"186cm | 6'1""
                                                                              High & Average+  (76kg)",53,402,1912
Andrea Belotti,80,ST,Rare,1.5K,3,5,H \ H,76,81,57,77,41,81,"181cm | 5'11""
                                                                              Average  (72kg)",109,413,1972
Piotr Zieliński,80,CM,Rare,1.1K,4,5,M \ M,79,72,81,83,70,60,"180cm | 5'11""
                                                                              Lean  (75kg)",163,445,2105
Otávio Edmilson da Silva Monteiro,80,RM,Rare,1K,4,3,H \ H,76,69,78,85,55,65,"172cm | 5'8""
                                                                              Average  (71kg)",50,428,2049
Domenico Berardi,80,RM,Rare,1K,4,3,M \ M,78,80,79,82,36,68,"183cm | 6'0""
                                                                              Lean  (72kg)",45,423,2047
Rubén Peña Jiménez,80,RB,Rare,1.2K,4,3,H \ L,82,71,72,81,75,69,"170cm | 5'7""
                                                                              Short & Lean-  (65kg)",56,450,2113
Daniele Rugani,80,CB,Non-Rare,10.75K,2,3,L \ M,61,39,55,64,84,72,"190cm | 6'3""
                                                                              High & Average+  (84kg)",-2,375,1746
Kerem Demirbay,80,CM,Rare,1.1K,4,4,M \ M,65,74,80,84,64,70,"183cm | 6'0""
                                                                              Lean  (74kg)",53,437,2128
João Mário Naval Costa Eduardo,80,CM,Non-Rare,18K,4,4,M \ M,69,69,80,83,64,67,"179cm | 5'10""
                                                                              Average  (73kg)",21,432,2082
Juan Musso,80,GK,Rare,1K,1,3,M \ M,82,77,74,84,44,80,"191cm | 6'3""
                                                                              High & Average  (93kg)",46,441,886
Corentin Tolisso,80,CM,Rare,1.8K,3,3,H \ M,72,77,78,78,76,77,"181cm | 5'11""
                                                                              Average  (81kg)",213,458,2205
José Ángel Esmoris Tasende,80,LB,Rare,1.3K,4,3,H \ M,73,66,80,80,75,72,"175cm | 5'9""
                                                                              Average  (69kg)",-70,446,2163
Victor Lindelöf,80,CB,Rare,1.3K,3,4,M \ H,72,50,72,73,81,77,"187cm | 6'2""
                                                                              High & Average+  (80kg)",256,425,2019
Hirving Lozano,80,RW,Rare,1K,4,3,H \ L,93,75,71,81,41,64,"175cm | 5'9""
                                                                              Lean  (70kg)",469,425,2008
Lukas Klostermann,80,CB,Rare,1.8K,2,3,M \ M,84,51,66,71,82,77,"187cm | 6'2""
                                                                              High & Average  (88kg)",3255,431,1926
Daniel Ceballos Fernández,80,CM,Rare,2.3K,4,3,H \ M,69,70,79,83,69,70,"179cm | 5'10""
                                                                              Lean  (68kg)",41,440,2094
